"ID","FN","FA","SA + SYN","SZ + SYN","SNL","FSC","SC","FC","VL","RL","RL-C (E)","RL-C (NL)","RL-C (ci)","HAB (NL)","HAB (E)","SZ","PRESENT"
451,37,"ERIGONINAE","Diplocephalus lusiscus (SIMON, 1872)","Diplocephalus lusiscus",,"ERIDILUSI","DILUSI","ERI",,,"NT","NB",6,,"-","Diplocephalus lusiscus",1
446,37,"ERIGONINAE","Dicymbium nigrum (BLACKWALL, 1834)","Dicymbium nigrum",,"ERIDINIGR","DINIGR","ERI","FL",,"NT","NB",6,,"-","Dicymbium nigrum",1
452,37,"ERIGONINAE","Diplocephalus permixtus (O.P.-CAMBRIDGE, 1871)","Diplocephalus permixtus",,"ERIDIPERM","DIPERM","ERI","FL",,"NT","NB",6,,"-","Diplocephalus permixtus",1
453,37,"ERIGONINAE","Diplocephalus picinus (BLACKWALL, 1841) (= Entelecara meticulosa, SIMON)","Diplocephalus picinus (=E. meticulosa)",,"ERIDIPICI","DIPICI","ERI","FL",,"NT","NB",6,,"-","Diplocephalus picinus",1
447,37,"ERIGONINAE","Dicymbium tibiale (BLACKWALL, 1836)","Dicymbium tibiale",,"ERIDITIBI","DITIBI","ERI","FL",,"NT","NB",6,,"-","Dicymbium tibiale",1
456,37,"ERIGONINAE","Entelecara acuminata (WIDER, 1834)","Entelecara acuminata",,"ERIENACUM","ENACUM","ERI","FL",,"NT","NB",6,,"-","Entelecara acuminata",1
457,37,"ERIGONINAE","Entelecara congenera (O.P.-CAMBRIDGE, 1879)","Entelecara congenera","Bolkop-struikdwergspin","ERIENCONG","ENCONG","ERI","FL","RL","RG","GB",5,"Z","S","Entelecara congenera",1
458,37,"ERIGONINAE","Entelecara errata O.P.-CAMBRIDGE, 1913","Entelecara errata","Zuidelijke struikdwergspin","ERIENERRA","ENERRA","ERI","FL","RL","RG","GB",5,"N","N","Entelecara errata",1
459,37,"ERIGONINAE","Entelecara erythropus (WESTRING, 1851)","Entelecara erythropus",,"ERIENERYT","ENERYT","ERI","FL",,"NT","NB",6,,"-","Entelecara erythropus",1
460,37,"ERIGONINAE","Entelecara flavipes (BLACKWALL, 1834)","Entelecara flavipes","Putkop-struikdwergspin","ERIENFLAV","ENFLAV","ERI","FL","RL","IN","OG",4,"X","X","Entelecara flavipes",1
461,37,"ERIGONINAE","Entelecara media KULCZYNSKI, 1887","Entelecara media","Noordse struikdwergspin","ERIENMEDI","ENMEDI","ERI","FL","RL","RG","GB",5,"Z","S","Entelecara media",1
462,37,"ERIGONINAE","Entelecara omissa O.P.-CAMBRIDGE, 1902????","Entelecara omissa","Ven-struikdwergspin","ERIENOMIS","ENOMIS","ERI","FL","RL","CR","KR",1,"Gsnp","Gowt","Entelecara omissa",1
695,37,"ERIGONINAE","Eperigone trilobata (EMERTON, 1882)","Eperigone trilobata",,"ERIEPTRIL","EPTRIL","ERI","FL","RL","NS","NS",7,,,"Eperigone trilobata",1
463,37,"ERIGONINAE","Erigone arctica (WHITE, 1852)","Erigone arctica",,"ERIERARCT","ERARCT","ERI","FL",,"NT","NB",6,,"-","Erigone arctica",1
464,37,"ERIGONINAE","Erigone atra (BLACKWALL, 1841)","Erigone atra",,"ERIERATRA","ERATRA","ERI","FL",,"NT","NB",6,,"-","Erigone atra",1
465,37,"ERIGONINAE","Erigone dentipalpis (WIDER, 1834)","Erigone dentipalpis",,"ERIERDENT","ERDENT","ERI","FL",,"NT","NB",6,,"-","Erigone dentipalpis",1
470,37,"ERIGONINAE","Erigonoplus globipes (C.L. KOCH, 1872)","Erigonoplus globipes",,"ERIERGLOB","ERGLOB","ERI",,,"NT","NB",6,,"-","Erigonoplus globipes",1
468,37,"ERIGONINAE","Erigonella hiemalis (BLACKWALL, 1841)","Erigonella hiemalis","Putkop-ruwborstje","ERIERHIEM","ERHIEM","ERI","FL","RL","RG","GB",5,"Z","S","Erigonella hiemalis",1
469,37,"ERIGONINAE","Erigonella ignobilis (O.P.-CAMBRIDGE, 1871)","Erigonella ignobilis","Bolkop-ruwborstje","ERIERIGNO","ERIGNO","ERI","FL","RL","EN","IG",2,"Gsnp","Gowt","Erigonella ignobilis",1
471,37,"ERIGONINAE","Erigonoplus justus (O.P.-CAMBRIDGE, 1875)","Erigonoplus justus",,"ERIERJUST","ERJUST","ERI",,,"NT","NB",6,,"-","Erigonoplus justus",1
466,37,"ERIGONINAE","Erigone longipalpis (SUNDEVALL, 1830)","Erigone longipalpis",,"ERIERLONG","ERLONG","ERI","FL",,"NT","NB",6,,"-","Erigone longipalpis",1
467,37,"ERIGONINAE","Erigone promiscua (O.P.-CAMBRIDGE, 1872)","Erigone promiscua","Zand-storingsdwergspin","ERIERPROM","ERPROM","ERI","FL","RL","CR","KR",1,"Gsdo","Godb","Erigone promiscua",1
706,37,"ERIGONINAE","Evansia merens  ","Evansia merens  ","","ERIEVMERE","EVMERE","ERI","","","","",8,"","","Evansia merens",
472,37,"ERIGONINAE","Glyphesis cottonae (LA TOUCHE, 1945)","Glyphesis cottonae","Dwergbultkopje","ERIGLCOTT","GLCOTT","ERI","FL","RL","CR","KR",1,"Hnh","Hws","Glyphesis cottonae",1
473,37,"ERIGONINAE","Glyphesis servulus (SIMON, 1881)","Glyphesis servulus","Neuskopje","ERIGLSERV","GLSERV","ERI","FL","RL","EN","IG",2,"Blmoh","Fdmot","Glyphesis servulus",1
474,37,"ERIGONINAE","Gnathonarium dentatum (WIDER, 1834)","Gnathonarium dentatum",,"ERIGNDENT","GNDENT","ERI","FL",,"NT","NB",6,,"-","Gnathonarium dentatum",1
707,37,"ERIGONINAE","Gonatium hilare  ","Gonatium hilare  ","","ERIGOHILA","GOHILA","ERI","","","","",8,"","","Gonatium hilare",
477,37,"ERIGONINAE","Gongylidiellum latebricola (O.P.-CAMBRIDGE, 1871)","Gongylidiellum latebricola",,"ERIGOLATE","GOLATE","ERI","FL",,"NT","NB",6,,"-","Gongylidiellum latebricola",1
478,37,"ERIGONINAE","Gongylidiellum murcidum SIMON, 1884","Gongylidiellum murcidum","Duimpalpje","ERIGOMURC","GOMURC","ERI","FL","RL","CR","KR",1,"Mrv","Mrr","Gongylidiellum murcidum",1
475,37,"ERIGONINAE","Gonatium rubellum (BLACKWALL, 1841)","Gonatium rubellum",,"ERIGORUBL","GORUBL","ERI","FL",,"NT","NB",6,,"-","Gonatium rubellum",1
476,37,"ERIGONINAE","Gonatium rubens (BLACKWALL, 1833)","Gonatium rubens",,"ERIGORUBN","GORUBN","ERI","FL",,"NT","NB",6,,"-","Gonatium rubens",1
480,37,"ERIGONINAE","Gongylidium rufipes (SUNDEVALL, 1829)","Gongylidium rufipes",,"ERIGORUFI","GORUFI","ERI","FL",,"NT","NB",6,,"-","Gongylidium rufipes",1
479,37,"ERIGONINAE","Gongylidiellum vivum (O.P.-CAMBRIDGE, 1875)","Gongylidiellum vivum",,"ERIGOVIVU","GOVIVU","ERI","FL",,"NT","NB",6,,"-","Gongylidiellum vivum",1
483,37,"ERIGONINAE","Hypomma bituberculatum (WIDER, 1834)","Hypomma bituberculatum",,"ERIHYBITU","HYBITU","ERI","FL",,"NT","NB",6,,"-","Hypomma bituberculatum",1
484,37,"ERIGONINAE","Hypomma cornutum (BLACKWALL, 1833)","Hypomma cornutum",,"ERIHYCORN","HYCORN","ERI","FL",,"NT","NB",6,,"-","Hypomma cornutum",1
485,37,"ERIGONINAE","Hypomma fulvum BOSENBERG, 1902","Hypomma fulvum","Pijlpalpje","ERIHYFULV","HYFULV","ERI","FL","RL","VU","KW",3,"Mrv","Mrr","Hypomma fulvum",1
481,37,"ERIGONINAE","Hylyphantes graminicola (SUNDEVALL, 1829)","Hylyphantes graminicola",,"ERIHYGRAM","HYGRAM","ERI","FL",,"NT","NB",6,,"-","Hylyphantes graminicola",1
486,37,"ERIGONINAE","Hypselistes jacksoni (O.P.-CAMBRIDGE, 1902)","Hypselistes jacksoni","Jackson's dubbelkopje","ERIHYJACK","HYJACK","ERI","FL","RL","EN","IG",2,"Hnh","Hws","Hypselistes jacksoni",1
482,37,"ERIGONINAE","Hylyphantes nigritus (SIMON, 1881)","Hylyphantes nigritus","Kort kurkentrekkertje","ERIHYNIGR","HYNIGR","ERI","FL","RL","RG","GB",5,"N","N","Hylyphantes nigritus",1
487,37,"ERIGONINAE","Jacksonella falconeri (JACKSON, 1908)","Jacksonella falconeri",,"ERIJAFALC","JAFALC","ERI",,,"NT","NB",6,,"-","Jacksonella falconeri",1
488,37,"ERIGONINAE","Lessertia dentichelis (SIMON, 1884)","Lessertia dentichelis",,"ERILEDENT","LEDENT","ERI","FL",,"NT","NB",6,,"-","Lessertia dentichelis",1
489,37,"ERIGONINAE","Lophomma punctatum (BLACKWALL, 1841)","Lophomma punctatum",,"ERILOPUNC","LOPUNC","ERI","FL",,"NT","NB",6,,"-","Lophomma punctatum",1
490,37,"ERIGONINAE","Maso gallicus SIMON, 1894","Maso gallicus","Veer-dwergstekelpoot","ERIMAGALL","MAGALL","ERI","FL","RL","EN","IG",2,"Gsnv","Gowr","Maso gallicus",1
491,37,"ERIGONINAE","Maso sundevalli (WESTRING, 1851)","Maso sundevalli",,"ERIMASUND","MASUND","ERI","FL",,"NT","NB",6,,"-","Maso sundevalli",1
492,37,"ERIGONINAE","Metopobactrus prominulus (O.P.-CAMBRIDGE, 1872)","Metopobactrus prominulus","Kalkgrasdwergspin","ERIMEPROM","MEPROM","ERI","FL","RL","VU","KW",3,"Gsdo","Godb","Metopobactrus prominulus",1
493,37,"ERIGONINAE","Micrargus apertus (O.P.-CAMBRIDGE, 1870)","Micrargus apertus","Apart putkopje","ERIMIAPER","MIAPER","ERI","FL","RL","IK","OG",8,"Y","Y","Micrargus apertus",1
501,37,"ERIGONINAE","Mioxena blanda","Mioxena blanda","Bleek dwergspinnetje","ERIMIBLAN","MIBLAN","ERI","FL","RL","RG","GB",5,"N","N","Mioxena blanda",1
494,37,"ERIGONINAE","Micrargus herbigradus (BLACKWALL, 1854)","Micrargus herbigradus",,"ERIMIHERB","MIHERB","ERI","FL",,"NT","NB",6,,"-","Micrargus herbigradus",1
498,37,"ERIGONINAE","Milleriana inerrans (O.P.-CAMBRIDGE, 1884)","Milleriana inerrans",,"ERIMIINER","MIINER","ERI","FL",,"NT","NB",6,,"-","Milleriana inerrans",1
495,37,"ERIGONINAE","Micrargus laudatus (O.P.-CAMBRIDGE, 1881)","Micrargus laudatus",,"ERIMILAUD","MILAUD","ERI",,,"NT","NB",6,,"-","Micrargus laudatus",1
499,37,"ERIGONINAE","Minicia marginella (WIDER, 1834)","Minicia marginella",,"ERIMIMARG","MIMARG","ERI",,,"NT","NB",6,,"-","Minicia marginella",1
708,37,"ERIGONINAE","Minyriolus pusillus (WIDER, 1834)","Minyriolus pusillus","Deukkopje","ERIMIPUSI","MIPUSI","ERI","FL","","NT","NB",6,"","","Minyriolus pusillus",1
500,37,"ERIGONINAE","Minyriolus pusillus (WIDER, 1834)","Minyriolus pusillus",,"ERIMIPUSU","MIPUSU","ERI","FL",,"NT","NB",6,,"-","Minyriolus pusillus",1
496,37,"ERIGONINAE","Micrargus subaequalis (WESTRING, 1851)","Micrargus subaequalis",,"ERIMISUBA","MISUBA","ERI","FL",,"NT","NB",6,,"-","Micrargus subaequalis",1
497,37,"ERIGONINAE","Microctenonyx subitaneus (O.P.-CAMBRIDGE, 1875)","Microctenonyx subitaneus",,"ERIMISUBI","MISUBI","ERI","FL",,"NT","NB",6,,"-","Microctenonyx subitaneus",1
503,37,"ERIGONINAE","Monocephalus castaneipes (SIMON, 1884)","Monocephalus castaneipes","Breed groefkopje","ERIMOCAST","MOCAST","ERI","FL","RL","RG","GB",5,"Z","S","Monocephalus castaneipes",1
504,37,"ERIGONINAE","Monocephalus fuscipes (BLACKWALL, 1836)","Monocephalus fuscipes",,"ERIMOFUSC","MOFUSC","ERI","FL",,"NT","NB",6,,"-","Monocephalus fuscipes",1
502,37,"ERIGONINAE","Moebelia penicillata (WESTRING, 1851)","Moebelia penicillata",,"ERIMOPENI","MOPENI","ERI","FL",,"NT","NB",6,,"-","Moebelia penicillata",1
505,37,"ERIGONINAE","Nematogmus sanguinolentus (WALCKENAER, 1837)","Nematogmus sanguinolentus",,"ERINESANG","NESANG","ERI",,,"NT","NB",6,,"-","Nematogmus sanguinolentus",1
506,37,"ERIGONINAE","Notioscopus sarcinatus (O.P.-CAMBRIDGE, 1872)","Notioscopus sarcinatus","Spleetkopje","ERINOSARC","NOSARC","ERI","FL","RL","CR","KR",1,"Hnh","Hws","Notioscopus sarcinatus",1
507,37,"ERIGONINAE","Oedothorax agrestis (BLACKWALL, 1853)","Oedothorax agrestis",,"ERIOEAGRE","OEAGRE","ERI","FL",,"NT","NB",6,,"-","Oedothorax agrestis",1
508,37,"ERIGONINAE","Oedothorax apicatus (BLACKWALL, 1850)","Oedothorax apicatus",,"ERIOEAPIC","OEAPIC","ERI","FL",,"NT","NB",6,,"-","Oedothorax apicatus",1
509,37,"ERIGONINAE","Oedothorax fuscus (BLACKWALL, 1834)","Oedothorax fuscus",,"ERIOEFUSC","OEFUSC","ERI","FL",,"NT","NB",6,,"-","Oedothorax fuscus",1
510,37,"ERIGONINAE","Oedothorax gibbosus (BLACKWALL, 1841)","Oedothorax gibbosus","Bult-velddwergspin","ERIOEGIBB","OEGIBB","ERI","FL","RL","VU","KW",3,"Blmo","Fdmo","Oedothorax gibbosus",1
511,37,"ERIGONINAE","Oedothorax retusus (WESTRING, 1851)","Oedothorax retusus",,"ERIOERETU","OERETU","ERI","FL",,"NT","NB",6,,"-","Oedothorax retusus",1
512,37,"ERIGONINAE","Panamamops sulcifrons (WIDER, 1834)","Panamamops sulcifrons",,"ERIPASULC","PASULC","ERI",,,"NT","NB",6,,"-","Panamamops sulcifrons",1
513,37,"ERIGONINAE","Pelecopsis elongata (WIDER, 1834)","Pelecopsis elongata","Accidentje","ERIPEELON","PEELON","ERI","FL","RL","IK","OG",8,"Y","Y","Pelecopsis elongata",1
517,37,"ERIGONINAE","Peponocranium ludicrum (O.P.-CAMBRIDGE, 1861)","Peponocranium ludicrum","Heide-ballonkopje","ERIPELUDI","PELUDI","ERI","FL",,"NT","NB",6,,"-","Peponocranium ludicrum",1
514,37,"ERIGONINAE","Pelecopsis nemoralis (ook: P. locketi en P. mediocris)","Pelecopsis nemoralis (ook: P. locketi en P. mediocris)","Duin-ballonkopje","ERIPENEMO","PENEMO","ERI","FL","RL","EN","IG",2,"Gsdpz","Godtr","Pelecopsis nemoralis",1
518,37,"ERIGONINAE","Peponocranium orbiculatum (O.P.-CAMBRIDGE, 1882)","Peponocranium orbiculatum",,"ERIPEORBI","PEORBI","ERI",,,"NT","NB",6,,"-","Peponocranium orbiculatum",1
515,37,"ERIGONINAE","Pelecopsis parallela (WIDER, 1834)","Pelecopsis parallela",,"ERIPEPARA","PEPARA","ERI","FL",,"NT","NB",6,,"-","Pelecopsis parallela",1
516,37,"ERIGONINAE","Pelecopsis radicicola (L. KOCH, 1875)","Pelecopsis radicicola","Bescheiden ballonkopje","ERIPERADI","PERADI","ERI","FL","RL","IN","OG",4,"X","X","Pelecopsis radicicola",1
519,37,"ERIGONINAE","Pocadicnemis juncea LOCKET & MILLIDGE, 1953","Pocadicnemis juncea",,"ERIPOJUNC","POJUNC","ERI","FL",,"NT","NB",6,,"-","Pocadicnemis juncea",1
520,37,"ERIGONINAE","Pocadicnemis pumila (BLACKWALL, 1841)","Pocadicnemis pumila",,"ERIPOPUMI","POPUMI","ERI","FL",,"NT","NB",6,,"-","Pocadicnemis pumila",1
521,37,"ERIGONINAE","Prinerigone vagans AUDOUIN, 1826","Prinerigone vagans",,"ERIPRVAGA","PRVAGA","ERI","FL",,"NT","NB",6,,"-","Prinerigone vagans",1
523,37,"ERIGONINAE","Pseudomaro aenigmaticus DENIS, 1966","Pseudomaro aenigmaticus","Feministje","ERIPSAENI","PSAENI","ERI","FL","RL","RG","GB",5,"N","N","Pseudomaro aenigmaticus",1
522,37,"ERIGONINAE","Pseudocarorita thaleri (SAARISTO, 1971)","Pseudocarorita thaleri","Thalers vals wevertje","ERIPSTHAL","PSTHAL","ERI","FL","RL","RG","GB",5,"Z","S","Pseudocarorita thaleri",1
525,37,"ERIGONINAE","Satilatlas britteni (JACKSON, 1913)","Satilatlas britteni","Donker dwergstekelpootje","ERISABRIT","SABRIT","ERI","FL","RL","CR","KR",1,"Hn","Hw","Satilatlas britteni",1
524,37,"ERIGONINAE","Saloca diceros (O.P.-CAMBRIDGE, 1871)","Saloca diceros","Moerasbos-sierkopje","ERISADICE","SADICE","ERI","FL","RL","VU","KW",3,"Blno","Fdwo","Saloca diceros",1
526,37,"ERIGONINAE","Savignya frontata (BLACKWALL, 1833)","Savignya frontata","Torenkopje","ERISAFRON","SAFRON","ERI","FL","RL","VU","KW",3,"Gsnv","Gowr","Savignya frontata",1
527,37,"ERIGONINAE","Silometopus ambiguus (O.P.-CAMBRIDGE, 1905)","Silometopus ambiguus","Elegant putkopje","ERISIAMBI","SIAMBI","ERI","FL","RL","CR","KR",1,"Szb","Sa","Silometopus ambiguus",1
528,37,"ERIGONINAE","Silometopus bonessi CASEMIR, 1970","Silometopus bonessi","Hoogveen-groefkopje","ERISIBONE","SIBONE","ERI","FL","RL","CR","KR",1,"Hd","Hd","Silometopus bonessi",1
529,37,"ERIGONINAE","Silometopus elegans (O.P.-CAMBRIDGE, 1905)","Silometopus elegans","Elegant groefkopje","ERISIELEG","SIELEG","ERI","FL","RL","VU","KW",3,"Gsnv","Gowr","Silometopus elegans",1
530,37,"ERIGONINAE","Silometopus incurvatus (O.P.-CAMBRIDGE, 1873)","Silometopus incurvatus","Oranje heide-putkopje","ERISIINCU","SIINCU","ERI","FL","RL","EN","IG",2,"Gsdo","Godb","Silometopus incurvatus",1
531,37,"ERIGONINAE","Silometopus reussi (THORELL, 1871)","Silometopus reussi","Plat groefkopje","ERISIREUS","SIREUS","ERI","FL","RL","VU","KW",3,"Gsnv","Gowr","Silometopus reussi",1
532,37,"ERIGONINAE","Tapinocyba biscissa (O.P.-CAMBRIDGE, 1872)","Tapinocyba biscissa","Gevorkt groefkopje","ERITABISC","TABISC","ERI","FL","RL","IK","OG",8,"Y","Y","Tapinocyba biscissa",1
533,37,"ERIGONINAE","Tapinocyba insecta (L. KOCH, 1869)","Tapinocyba insecta",,"ERITAINSE","TAINSE","ERI","FL",,"NT","NB",6,,"-","Tapinocyba insecta",1
534,37,"ERIGONINAE","Tapinocyba pallens (O.P.-CAMBRIDGE, 1872)","Tapinocyba pallens","Bleek mos-groefkopje","ERITAPALL","TAPALL","ERI","FL","RL","IK","OG",8,"Y","Y","Tapinocyba pallens",1
535,37,"ERIGONINAE","Tapinocyba praecox (O.P.-CAMBRIDGE, 1873)","Tapinocyba praecox",,"ERITAPRAE","TAPRAE","ERI","FL",,"NT","NB",6,,"-","Tapinocyba praecox",1
536,37,"ERIGONINAE","Tapinocyboides pygmaea (MENGE, 1869)","Tapinocyboides pygmaea",,"ERITAPYGM","TAPYGM","ERI",,,"NT","NB",6,,"-","Tapinocyboides pygmaea",1
537,37,"ERIGONINAE","Thyreostenius biovatus (O.P.-CAMBRIDGE, 1875)","Thyreostenius biovatus","Mier-groefkopje","ERITHBIOV","THBIOV","ERI","FL","RL","CR","KR",1,"Gsdpm","Godta","Thyreostenius biovatus",1
538,37,"ERIGONINAE","Thyreostenius parasiticus (WESTRING, 1851)","Thyreostenius parasiticus",,"ERITHPARA","THPARA","ERI","FL",,"NT","NB",6,,"-","Thyreostenius parasiticus",1
539,37,"ERIGONINAE","Tiso vagans (BLACKWALL, 1834)","Tiso vagans",,"ERITIVAGA","TIVAGA","ERI","FL",,"NT","NB",6,,"-","Tiso vagans",1
540,37,"ERIGONINAE","Tmeticus affinis (BLACKWALL, 1841)","Tmeticus affinis","Wrattenkaakje","ERITMAFFI","TMAFFI","ERI","FL","RL","VU","KW",3,"Mr","Mr","Tmeticus affinis",1
546,37,"ERIGONINAE","Troxochrus cirrifrons (O.P.-CAMBRIDGE, 1871)","Troxochrus cirrifrons",,"ERITRCIRR","TRCIRR","ERI","FL",,"NT","NB",6,,"-","Troxochrus cirrifrons",1
544,37,"ERIGONINAE","Trichopterna cito (O.P.-CAMBRIDGE, 1872)","Trichopterna cito","Stekelloos putkopje","ERITRCITO","TRCITO","ERI","FL","RL","VU","KW",3,"Gsdo","Godb","Trichopterna cito",1
541,37,"ERIGONINAE","Trematocephalus cristatus (WIDER, 1834)","Trematocephalus cristatus","Doorkijkkopje","ERITRCRIS","TRCRIS","ERI","FL","RL","VU","KW",3,"Bldz","Fddv","Trematocephalus cristatus",1
542,37,"ERIGONINAE","Trichoncus hackmanni MILLIDGE, 1955","Trichoncus hackmanni","Strand-kontrastppotje","ERITRHACK","TRHACK","ERI","FL","RL","CR","KR",1,"Os","Rg","Trichoncus hackmanni",1
547,37,"ERIGONINAE","Troxochrus nasutus SCHENKEL, 1925","Troxochrus nasutus",,"ERITRNASU","TRNASU","ERI",,,"NT","NB",6,,"-","Troxochrus nasutus",1
543,37,"ERIGONINAE","Trichoncus saxicola (O.P.-CAMBRIDGE, 1861)","Trichoncus saxicola","Gevorkt kontrastpootje","ERITRSAXI","TRSAXI","ERI","FL","RL","IK","OG",8,"Y","Y","Trichoncus saxicola",1
548,37,"ERIGONINAE","Troxochrus scabriculus (WESTRING, 1851)","Troxochrus scabriculus",,"ERITRSCAB","TRSCAB","ERI","FL",,"NT","NB",6,,"-","Troxochrus scabriculus",1
545,37,"ERIGONINAE","Trichopterna thorelli (WESTRING, 1861)","Trichopterna thorelli","Harig dubbelkopje","ERITRTHOR","TRTHOR","ERI","FL","RL","EN","IG",2,"Gsnv","Gowr","Trichopterna thorelli",1
549,37,"ERIGONINAE","Typhochrestus digitatus (O.P.-CAMBRIDGE, 1872)","Typhochrestus digitatus",,"ERITYDIGI","TYDIGI","ERI","FL",,"NT","NB",6,,"-","Typhochrestus digitatus",1
550,37,"ERIGONINAE","Typhochrestus simoni DE LESSERT, 1907","Typhochrestus simoni",,"ERITYSIMO","TYSIMO","ERI",,,"NT","NB",6,,"-","Typhochrestus simoni",1
551,37,"ERIGONINAE","Walckenaeria acuminata BLACKWALL, 1833","Walckenaeria acuminata",,"ERIWAACUM","WAACUM","ERI","FL",,"NT","NB",6,,"-","Walckenaeria acuminata",1
552,37,"ERIGONINAE","Walckenaeria alticeps (DENIS, 1952)","Walckenaeria alticeps","Gehoornd schaduwdubblkopje","ERIWAALTI","WAALTI","ERI","FL","RL","CR","KR",1,"Ms","Mo","Walckenaeria alticeps",1
553,37,"ERIGONINAE","Walckenaeria antica (WIDER, 1834)","Walckenaeria antica",,"ERIWAANTI","WAANTI","ERI","FL",,"NT","NB",6,,"-","Walckenaeria antica",1
554,37,"ERIGONINAE","Walckenaeria atrotibialis (O.P.-CAMBRIDGE, 1878)","Walckenaeria atrotibialis",,"ERIWAATRO","WAATRO","ERI","FL",,"NT","NB",6,,"-","Walckenaeria atrotibialis",1
555,37,"ERIGONINAE","Walckenaeria capito (WESTRING, 1861)","Walckenaeria capito","Bol dubbelkopje","ERIWACAPI","WACAPI","ERI","FL","RL","IN","OG",4,"X","X","Walckenaeria capito",1
556,37,"ERIGONINAE","Walckenaeria corniculans (O.P.-CAMBRIDGE, 1875)","Walckenaeria corniculans","Harig dubbelsierkopje","ERIWACORN","WACORN","ERI","FL","RL","VU","KW",3,"Blno","Fdwo","Walckenaeria corniculans",1
557,37,"ERIGONINAE","Walckenaeria cucullata (C.L. KOCH, 1836)","Walckenaeria cucullata",,"ERIWACUCU","WACUCU","ERI","FL",,"NT","NB",6,,"-","Walckenaeria cucullata",1
558,37,"ERIGONINAE","Walckenaeria cuspidata (BLACKWALL, 1833)","Walckenaeria cuspidata",,"ERIWACUSP","WACUSP","ERI","FL",,"NT","NB",6,,"-","Walckenaeria cuspidata",1
559,37,"ERIGONINAE","Walckenaeria dysderoides (WIDER, 1834)","Walckenaeria dysderoides",,"ERIWADYSD","WADYSD","ERI","FL",,"NT","NB",6,,"-","Walckenaeria dysderoides",1
560,37,"ERIGONINAE","Walckenaeria furcillata (MENGE, 1869)","Walckenaeria furcillata","Gespleten doorkijkkopje","ERIWAFURC","WAFURC","ERI","FL",,"NT","NB",6,,"-","Walckenaeria furcillata",1
561,37,"ERIGONINAE","Walckenaeria incisa (O.P.-CAMBRIDGE, 1871)","Walckenaeria incisa","Oog-sierkopje","ERIWAINCI","WAINCI","ERI","FL",,"NT","NB",6,,"-","Walckenaeria incisa",1
562,37,"ERIGONINAE","Walckenaeria kochi (O.P.-CAMBRIDGE, 1872)","Walckenaeria kochi","Tweeknopje","ERIWAKOCH","WAKOCH","ERI","FL","RL","RG","GB",5,"Z","S","Walckenaeria kochi",1
563,37,"ERIGONINAE","Walckenaeria mitrata (MENGE, 1868)","Walckenaeria mitrata","Mijtertje","ERIWAMITR","WAMITR","ERI","FL","RL","EN","IG",2,"Bldd","Fddd","Walckenaeria mitrata",1
564,37,"ERIGONINAE","Walckenaeria monoceros (WIDER, 1834)","Walckenaeria monoceros","Kuifje","ERIWAMONO","WAMONO","ERI","FL",,"NT","NB",6,,"-","Walckenaeria monoceros",1
565,37,"ERIGONINAE","Walckenaeria nodosa O.P.-CAMBRIDGE, 1873","Walckenaeria nodosa","Bol-sierkopje","ERIWANODO","WANODO","ERI","FL","RL","EN","IG",2,"Gsnv","Gowr","Walckenaeria nodosa",1
566,37,"ERIGONINAE","Walckenaeria nudipalpis (WESTRING, 1851)","Walckenaeria nudipalpis",,"ERIWANUDI","WANUDI","ERI","FL",,"NT","NB",6,,"-","Walckenaeria nudipalpis",1
567,37,"ERIGONINAE","Walckenaeria obtusa BLACKWALL, 1836","Walckenaeria obtusa",,"ERIWAOBTU","WAOBTU","ERI","FL",,"NT","NB",6,,"-","Walckenaeria obtusa",1
568,37,"ERIGONINAE","Walckenaeria stylifrons (O.P.-CAMBRIDGE, 1875)","Walckenaeria stylifrons","Plat sierkopje","ERIWASTYL","WASTYL","ERI","FL","RL","EN","IG",2,"Gsdoz","Godbr","Walckenaeria stylifrons",1
569,37,"ERIGONINAE","Walckenaeria unicornis O.P.-CAMBRIDGE, 1861","Walckenaeria unicornis",,"ERIWAUNIC","WAUNIC","ERI","FL",,"NT","NB",6,,"-","Walckenaeria unicornis",1
570,37,"ERIGONINAE","Walckenaeria vigilax (BLACKWALL, 1833)","Walckenaeria vigilax","Klein vals sierkopje","ERIWAVIGI","WAVIGI","ERI","FL",,"NT","NB",6,,"-","Walckenaeria vigilax",1
571,37,"ERIGONINAE","Wiehlea calcarifera (SIMON, 1884)","Wiehlea calcarifera",,"ERIWICALC","WICALC","ERI",,,"NT","NB",6,,"-","Wiehlea calcarifera",1
131,19,"EUSPARASSIDAE","Micrommata virescens (CLERCK, 1757)","Micrommata virescens","Groene jachtspin","EUSMIVIRE","MIVIRE","EUS","FL","RL","CR","KR",1,"Blnz","Fdwv","Micrommata virescens",1
44,14,"GNAPHOSIDAE","Callilepis nocturna (LINNAEUS, 1758)","Callilepis nocturna","Mierendief","GNACANOCT","CANOCT","GNA","FL","RL","RG","GB",5,"N","N","Callilepis nocturna",1
45,14,"GNAPHOSIDAE","Drassodes cupreus (BLACKWALL, 1834)","Drassodes cupreus",,"GNADRCUPR","DRCUPR","GNA","FL",,"NT","NB",6,,"-","Drassodes cupreus",1
46,14,"GNAPHOSIDAE","Drassodes hypocrita (SIMON, 1878)","Drassodes hypocrita",,"GNADRHYPO","DRHYPO","GNA",,,"NT","NB",6,,"-","Drassodes hypocrita",1
